clase,Proceso,num_cuantia,dep_municipio
0,4,4,425
0,7,4,470
0,5,5,476
0,6,5,73
0,7,5,501
0,7,5,501
0,7,5,285
0,5,4,86
0,4,1,278
0,4,1,519
0,2,1,278
0,4,1,521
0,4,1,521
0,4,1,521
0,4,1,521
0,4,1,521
0,4,1,521
0,4,1,521
0,4,1,521
0,4,1,521
0,4,1,521
0,4,1,521
0,4,1,521
0,4,1,521
0,4,1,521
0,4,1,521
0,4,1,521
0,4,1,521
0,4,1,521
0,4,1,521
0,2,2,521
0,2,2,521
0,2,2,521
0,2,2,521
0,2,2,521
0,2,2,521
0,2,2,521
0,2,2,521
0,2,2,521
0,2,2,521
0,2,2,521
0,2,2,521
0,2,2,521
0,2,2,521
0,2,2,521
0,2,2,521
0,2,2,521
0,2,2,521
0,2,2,521
0,4,2,523
0,4,2,523
0,4,2,523
0,4,2,523
0,4,2,523
0,4,2,523
0,4,2,523
0,4,2,523
0,4,2,523
0,4,2,523
0,4,2,523
0,4,2,523
0,4,2,523
0,4,2,523
0,4,2,523
0,4,2,523
0,4,2,523
0,4,2,523
0,3,1,200
0,3,1,526
0,2,2,527
0,7,1,200
0,1,1,200
0,3,1,526
0,4,1,528
0,3,1,526
0,3,1,278
0,1,1,526
0,3,1,526
0,3,1,526
0,3,1,526
0,3,1,526
0,3,1,526
0,3,1,526
0,3,1,526
0,3,1,526
0,3,1,526
0,3,1,526
0,7,1,200
0,3,1,526
0,3,1,456
0,4,2,521
0,4,2,521
0,4,2,521
0,4,2,521
0,4,2,521
0,4,2,521
0,4,2,521
0,4,2,521
0,4,2,521
0,4,2,521
0,4,2,521
0,4,2,521
0,4,2,521
0,4,2,521
0,4,2,521
0,4,2,521
0,4,2,521
0,4,2,521
0,4,2,521
0,4,2,278
0,2,2,529
0,4,2,2
0,2,2,443
0,2,2,200
0,2,2,528
0,5,3,443
0,8,2,200
0,2,3,200
0,4,2,526
0,2,2,530
0,5,2,521
0,5,2,521
0,5,2,521
0,5,2,521
0,5,2,521
0,5,2,521
0,5,2,521
0,5,2,521
0,5,2,521
0,5,2,521
0,5,2,521
0,5,2,521
0,5,2,521
0,5,2,521
0,5,2,521
0,5,2,521
0,5,2,521
0,5,2,521
0,5,2,521
0,7,3,200
0,7,2,200
1,2,3,200
0,4,2,200
0,9,2,531
0,9,2,531
0,4,2,215
0,4,3,456
0,6,3,378
0,6,3,530
0,4,3,200
0,7,3,200
0,5,3,200
0,7,3,200
0,1,3,526
0,2,4,200
1,6,4,200
0,5,4,154
0,5,4,154
0,5,4,154
0,5,4,154
1,6,5,200
0,7,5,527
0,6,5,73
0,6,4,526
0,6,4,528
0,6,4,528
0,7,5,285
0,7,5,285
0,4,2,45
0,4,2,48
0,4,2,534
0,4,1,536
0,2,1,534
0,4,1,537
0,2,2,534
0,4,2,474
0,4,1,534
0,4,1,167
0,4,1,167
0,4,2,344
0,4,1,71
0,4,1,71
0,2,1,438
0,1,1,534
0,3,1,540
0,1,1,534
0,1,2,534
0,1,1,542
0,1,1,534
0,3,1,536
0,7,1,137
0,1,1,534
0,3,1,351
0,3,1,351
0,3,1,544
0,1,1,216
0,3,1,307
0,3,1,545
0,7,1,137
0,7,1,137
0,7,1,137
0,7,1,137
0,7,1,137
0,7,1,137
0,7,1,137
0,3,1,548
0,7,1,243
0,3,1,534
0,3,1,430
0,3,1,551
0,3,1,551
0,3,1,551
0,7,1,243
0,7,2,243
0,7,1,552
0,7,1,552
0,2,2,438
0,7,1,243
0,7,1,243
0,3,1,71
0,7,1,243
0,7,1,552
0,7,1,552
1,3,1,243
0,3,2,534
0,3,1,148
0,3,1,148
0,3,1,534
0,1,1,554
0,3,1,534
0,3,1,216
0,3,1,216
0,3,1,534
0,3,1,542
0,7,2,243
0,3,1,555
0,7,1,243
0,3,1,45
0,7,1,243
0,3,1,540
0,3,1,556
0,1,1,534
0,6,3,554
0,4,2,534
0,4,2,534
0,4,2,558
0,6,2,545
0,4,2,137
0,2,2,103
0,2,2,103
0,2,2,103
0,4,2,534
0,4,2,2
0,2,2,235
0,2,2,393
0,6,3,438
0,2,2,534
0,5,3,560
0,7,2,534
0,4,2,344
0,6,3,544
0,2,2,524
0,4,3,554
0,7,3,534
0,2,2,534
0,4,2,540
0,4,3,48
0,2,2,534
0,4,2,215
0,2,2,216
0,2,3,491
0,7,3,534
0,6,3,430
0,6,3,167
0,6,3,564
0,6,3,474
0,7,3,534
0,4,3,454
0,1,3,560
0,7,3,534
0,6,3,545
1,2,3,548
0,2,3,534
0,2,3,566
0,2,3,534
0,6,3,548
0,6,3,545
0,6,3,393
0,2,3,534
0,7,3,534
0,6,3,567
0,1,3,534
0,4,3,534
0,1,3,534
0,1,3,534
0,1,3,534
0,1,3,534
0,7,3,540
0,1,3,560
0,2,3,534
0,6,4,534
0,6,4,243
0,7,4,534
0,2,4,265
0,7,4,534
0,7,4,569
0,4,4,548
0,6,4,567
0,1,4,560
0,2,4,534
0,4,4,536
0,1,4,534
1,2,4,570
1,2,4,570
1,2,4,570
1,2,4,570
1,2,4,570
1,2,4,570
1,2,4,570
1,2,4,570
1,2,4,570
0,1,4,243
0,1,4,534
0,6,4,534
0,6,4,564
0,6,5,536
1,6,5,537
0,7,4,534
0,6,5,534
0,8,4,477
0,6,5,73
1,2,5,534
0,7,5,569
0,5,4,571
0,5,4,571
0,7,5,216
0,7,5,285
0,7,5,285
0,7,5,285
0,7,5,285
0,7,5,285
0,7,5,285
0,3,1,574
1,3,1,574
0,2,2,576
0,2,2,138
0,5,2,541
0,4,2,574
0,4,2,577
0,2,1,579
0,2,1,464
0,3,1,580
0,4,2,579
0,3,2,574
0,3,1,574
0,3,2,574
0,3,1,574
0,3,1,580
0,3,1,574
0,3,1,580
0,3,1,576
0,2,2,464
0,2,2,574
0,3,1,93
1,3,1,576
0,3,1,574
0,3,1,212
0,3,1,574
0,7,1,464
0,3,1,576
0,3,1,576
0,3,1,574
0,3,1,574
0,3,1,581
0,3,1,574
0,4,1,583
0,6,1,576
0,3,1,576
0,3,1,584
0,3,1,591
0,3,1,591
0,3,1,591
0,3,1,591
0,3,1,574
0,3,1,318
0,3,1,574
0,3,1,143
0,3,1,574
0,1,2,576
0,3,2,574
0,3,1,321
0,3,1,464
0,3,1,574
0,3,1,318
0,3,1,576
0,3,1,574
0,3,1,541
0,3,1,583
0,3,1,465
0,1,1,318
0,3,1,579
0,5,1,580
0,3,1,584
0,3,1,581
0,3,1,465
0,3,1,465
0,7,2,574
0,7,1,574
0,3,1,574
0,5,1,318
0,3,1,295
0,1,1,295
0,4,2,2
0,6,3,464
0,2,2,574
0,5,2,318
0,4,2,592
0,2,2,593
0,5,2,318
0,2,2,318
0,5,2,580
0,7,2,574
0,2,2,318
0,4,2,574
0,4,2,596
0,2,3,597
0,5,3,574
0,7,3,574
0,1,2,295
0,2,2,574
0,6,2,318
0,5,2,295
0,5,2,211
0,5,2,211
0,2,3,591
0,2,3,591
0,2,3,591
0,2,3,591
0,4,2,215
0,2,2,596
0,5,2,583
0,7,2,574
0,2,2,464
0,6,3,318
1,2,2,576
0,2,2,11
0,2,2,579
0,2,2,579
0,1,3,295
0,4,2,574
1,8,3,574
1,2,2,465
0,5,2,574
0,2,2,6
1,6,3,464
0,2,2,576
0,2,2,41
1,2,3,574
0,2,3,574
0,6,3,295
0,4,3,318
0,6,3,593
0,5,3,76
0,6,3,338
0,4,3,454
0,2,3,576
0,5,3,574
0,6,3,464
1,2,3,193
0,6,3,464
0,1,3,574
0,7,3,47
0,4,3,541
0,6,3,143
0,1,3,173
0,7,3,574
1,4,3,541
0,6,3,338
0,1,3,295
1,4,3,574
0,2,3,580
0,1,3,574
0,4,3,580
0,6,4,143
0,6,4,580
0,6,4,592
0,7,4,266
0,6,4,143
0,7,4,574
1,4,4,574
0,1,4,464
0,1,4,574
0,7,4,574
0,7,4,574
0,6,4,143
0,6,4,538
0,6,4,538
0,6,4,538
0,6,5,338
0,6,4,318
0,5,4,574
0,1,4,87
0,6,4,599
0,6,4,599
0,6,4,599
0,6,4,574
0,5,5,574
0,2,4,574
0,5,5,476
0,8,4,477
0,6,5,73
0,6,5,73
0,7,5,285
0,7,5,285
0,7,5,285
0,7,5,285
0,7,4,574
0,4,2,337
0,3,1,337
0,3,1,550
0,3,1,482
0,3,1,498
0,3,1,498
0,5,1,600
0,3,1,384
0,3,1,602
0,3,1,219
0,3,1,604
0,3,1,604
0,3,1,605
0,3,1,384
0,3,1,385
0,3,1,385
0,3,1,385
0,3,1,385
0,3,1,385
0,3,1,498
0,3,1,498
0,3,1,498
0,3,1,606
0,7,1,608
0,7,2,255
0,7,2,498
0,3,1,217
0,7,1,498
0,7,1,498
0,7,1,498
0,7,1,498
0,7,1,498
0,7,1,498
0,7,1,498
0,7,1,498
0,7,1,498
0,7,1,498
0,7,1,498
0,7,1,498
0,7,1,498
0,3,1,609
0,3,1,561
0,3,1,561
0,3,1,124
0,3,1,253
0,3,1,253
0,3,1,253
0,3,1,253
0,3,1,610
1,3,1,498
0,1,1,391
0,7,1,498
0,7,1,498
0,7,1,498
0,7,1,498
0,7,1,498
0,1,1,391
0,7,1,498
0,7,1,498
0,7,1,498
0,3,1,605
0,7,1,498
0,1,1,391
0,3,1,612
0,3,1,606
0,2,2,498
0,3,1,614
0,3,1,614
0,3,1,614
0,1,1,498
0,1,1,498
0,8,2,615
0,8,2,615
0,8,2,615
0,8,2,617
0,8,2,617
0,8,1,618
0,8,2,619
0,2,1,610
0,8,2,373
0,8,2,373
0,8,2,373
0,8,2,373
0,8,2,373
0,8,2,373
0,3,1,399
0,3,1,618
0,3,1,600
0,3,1,606
0,2,2,121
0,2,2,121
0,4,3,498
0,4,2,2
0,8,2,498
0,8,2,121
0,8,2,217
0,4,2,561
0,2,2,337
0,2,3,219
0,8,2,405
0,8,2,405
0,8,2,405
0,2,3,7
0,2,3,7
0,2,3,7
0,2,3,7
0,2,3,7
0,2,3,498
0,2,2,609
0,8,2,437
0,2,2,219
0,6,3,337
0,4,2,498
0,2,2,498
0,2,2,602
0,4,2,215
0,7,2,343
0,2,3,620
0,2,3,620
0,2,2,498
0,2,2,610
0,7,2,399
0,4,2,437
0,5,2,399
0,5,2,255
0,6,3,217
0,2,2,612
0,2,2,11
0,7,2,600
0,7,2,399
0,1,2,612
0,7,2,217
0,6,3,609
0,7,3,498
0,2,3,498
0,2,2,498
0,2,3,498
0,2,2,498
0,2,2,623
0,2,3,626
0,2,3,626
0,2,3,626
0,2,2,623
0,2,2,604
0,2,2,41
0,2,3,498
0,8,2,604
0,8,3,628
0,8,3,628
0,8,3,628
0,8,3,628
0,8,3,628
0,8,2,617
0,8,2,617
0,8,2,615
0,8,2,615
0,8,2,615
0,2,2,631
0,2,2,631
0,8,3,405
0,8,3,405
0,2,3,82
0,2,3,82
0,2,3,82
0,2,3,82
0,2,3,82
0,2,3,82
1,2,3,187
1,2,3,187
1,2,3,187
1,2,3,187
0,6,3,604
0,2,3,566
0,2,3,566
0,6,3,498
0,7,3,498
0,7,3,498
0,7,3,604
0,7,3,498
0,7,3,121
0,7,3,498
0,7,3,604
0,1,3,498
0,2,3,498
0,2,3,498
0,4,4,162
0,6,4,582
0,6,4,582
0,6,4,582
0,1,4,495
0,1,4,495
0,8,4,629
0,8,4,629
0,8,4,629
0,8,4,629
0,8,4,629
0,8,4,389
0,8,4,389
0,8,4,389
0,6,4,623
0,1,4,633
0,7,4,399
0,7,4,144
0,6,4,56
0,7,4,612
0,7,4,296
0,7,4,296
0,7,4,296
0,7,4,337
0,7,4,498
0,7,4,498
0,7,4,498
0,7,4,498
0,7,4,14
0,7,4,14
0,7,4,604
0,7,4,635
0,7,4,635
0,7,4,209
0,7,4,209
0,7,4,209
0,2,4,498
0,7,5,184
0,7,5,184
0,7,5,184
0,7,5,184
0,6,4,630
0,6,4,630
0,6,4,630
0,6,4,630
0,6,4,630
0,6,4,630
0,6,4,630
0,6,4,630
0,6,4,630
0,6,4,630
0,6,4,630
0,6,4,630
0,6,4,630
0,6,4,630
0,6,4,630
0,6,4,630
0,6,4,630
0,6,5,498
0,6,4,255
0,5,5,476
0,6,5,73
1,6,4,619
0,7,5,285
1,6,4,498
1,6,4,636
1,6,4,636
1,6,4,636
1,6,4,636
1,6,4,636
1,6,4,636
1,6,4,636
1,6,4,636
1,6,4,636
1,6,4,636
1,6,4,636
0,7,4,144
0,7,4,607
0,7,4,607
0,1,1,637
0,2,1,637
0,3,1,638
0,3,1,637
0,2,2,637
0,7,1,637
0,3,1,637
0,1,1,152
1,2,1,637
0,3,1,637
0,1,1,640
0,3,1,637
0,3,1,637
0,2,2,637
0,1,1,637
0,3,1,637
0,1,1,637
0,7,1,637
0,1,1,637
0,7,1,637
0,1,1,637
0,1,1,637
0,7,1,637
0,1,1,641
0,1,1,642
0,7,1,637
0,2,2,621
0,5,2,637
0,4,2,637
0,5,3,637
0,5,2,640
0,7,2,637
0,7,3,637
0,7,2,637
0,1,2,637
0,1,2,644
0,1,2,637
1,7,3,637
1,5,2,637
1,2,2,637
0,4,3,637
0,4,3,637
0,5,3,637
0,2,3,637
0,2,3,637
0,2,3,637
1,6,3,5
0,6,3,637
1,5,3,637
0,6,4,637
0,2,4,637
0,6,4,637
0,6,4,637
1,5,4,637
1,4,4,637
1,9,4,637
0,2,4,637
0,1,4,637
1,2,4,637
1,2,4,637
0,2,4,637
1,6,4,532
0,2,4,640
0,2,4,637
0,5,4,637
0,4,4,637
1,6,4,637
0,6,4,637
0,6,5,637
0,6,5,637
0,5,4,637
1,6,5,637
0,6,4,637
1,4,4,637
1,6,4,640
1,9,5,637
0,5,5,637
0,5,5,637
0,6,4,637
0,5,5,637
0,1,5,637
1,2,5,637
0,5,4,637
0,3,1,646
0,7,1,361
0,5,1,648
0,5,1,648
0,4,2,650
0,5,1,651
0,4,1,652
0,4,1,114
0,4,1,653
0,4,1,105
0,4,2,654
0,2,1,130
0,4,2,655
0,4,2,163
0,4,2,146
0,4,1,656
0,2,2,646
0,4,1,361
0,2,1,657
0,5,1,268
0,4,2,658
0,3,1,361
0,4,1,97
0,2,1,659
0,4,2,306
0,7,1,646
0,3,1,585
0,3,1,381
0,7,1,639
0,3,1,245
0,3,1,655
0,7,1,639
0,3,1,515
0,1,1,659
0,1,1,659
0,1,1,659
0,3,1,660
0,2,1,361
0,7,1,661
0,7,1,639
0,7,1,655
0,1,1,659
0,3,1,57
0,1,1,659
0,1,1,659
0,1,1,659
0,1,1,659
0,1,1,659
0,1,1,659
0,3,1,598
0,3,1,585
0,1,1,659
0,1,1,659
0,1,1,659
0,1,1,659
0,1,1,659
0,1,1,603
0,1,1,659
0,1,1,603
0,1,1,659
0,1,1,603
0,1,1,659
0,1,1,659
0,1,1,27
0,3,1,662
0,2,2,663
0,1,1,650
0,2,2,522
0,4,1,29
0,1,2,446
0,6,3,634
0,6,3,634
0,6,3,634
0,6,3,634
0,6,3,634
0,6,3,634
0,6,3,634
0,6,3,634
0,2,2,625
0,4,2,361
0,4,2,659
0,2,2,130
0,4,2,659
0,7,2,658
0,6,2,590
0,4,2,653
0,4,3,105
0,7,3,666
0,2,3,667
0,2,3,667
0,4,2,105
0,6,3,586
0,5,3,655
0,4,2,649
0,2,2,446
0,7,2,646
0,7,2,655
0,5,3,668
0,7,3,650
0,1,2,656
0,2,2,669
0,2,2,669
0,2,2,669
0,2,2,669
0,6,2,533
0,7,2,650
0,2,2,357
0,4,2,268
0,4,2,671
0,4,2,673
0,2,3,674
0,7,2,191
0,2,2,39
1,4,3,585
0,2,2,646
0,6,3,661
0,7,2,670
0,4,2,245
0,4,2,675
0,7,3,658
0,4,2,660
0,2,2,668
0,6,3,676
1,4,2,670
0,4,2,670
0,2,2,163
0,2,2,194
1,2,2,677
1,2,2,562
0,7,2,134
0,2,2,67
0,6,3,655
0,6,3,562
0,2,3,679
0,2,3,679
0,2,3,679
0,2,3,361
0,2,3,294
0,2,3,294
0,2,3,294
0,2,3,294
0,2,3,294
0,2,3,294
0,2,3,294
0,2,3,294
0,2,3,294
0,2,3,294
0,2,3,294
0,2,3,294
0,2,3,294
0,2,3,294
0,2,3,294
0,2,3,294
0,2,3,294
0,2,3,294
0,2,3,294
0,2,3,294
0,2,3,294
0,2,3,294
0,2,3,294
0,2,3,294
0,2,3,294
0,2,3,294
0,2,3,294
0,2,3,294
0,2,3,294
0,2,3,294
0,2,3,294
0,2,3,294
0,2,3,294
0,2,3,294
0,2,3,294
0,2,3,294
0,2,3,294
0,2,3,294
0,2,3,294
0,2,3,294
0,2,3,294
0,2,3,294
0,2,3,294
0,2,3,294
0,2,3,294
0,2,3,294
0,2,3,294
0,2,3,294
0,2,3,294
0,2,3,294
0,2,3,294
0,4,3,106
0,4,3,106
0,4,3,104
0,4,3,130
0,4,3,670
0,1,3,646
0,6,3,655
0,2,3,680
0,6,3,105
0,5,3,76
0,7,3,104
0,4,3,650
0,1,3,562
0,4,3,21
1,2,3,452
0,2,3,658
0,2,3,646
0,5,3,562
0,6,3,533
0,6,4,533
0,6,4,361
0,5,4,670
0,2,4,646
0,6,4,506
1,6,4,562
0,4,4,506
0,6,4,671
0,6,4,665
0,4,4,562
0,6,4,648
1,2,4,104
0,6,4,562
0,6,4,506
0,2,4,54
0,6,4,104
0,1,4,562
1,6,4,361
0,6,5,670
0,6,4,673
0,7,4,655
0,6,4,682
0,6,4,506
0,7,4,654
0,6,4,506
0,6,5,655
0,6,5,655
0,1,5,130
0,6,5,684
0,6,5,684
0,6,5,684
0,6,5,684
0,6,5,684
0,6,5,684
0,6,5,684
0,6,5,684
0,6,5,684
0,6,5,684
0,6,5,684
0,6,5,684
0,6,5,684
0,6,5,684
0,6,5,684
0,6,5,684
0,6,5,684
0,6,5,684
0,6,5,684
0,6,5,684
0,6,5,684
0,6,5,684
0,6,5,684
0,6,5,684
0,6,5,684
0,6,5,684
0,6,5,684
0,6,5,684
0,6,5,684
0,6,5,684
0,6,5,684
0,6,5,684
0,6,5,684
0,6,5,684
0,6,5,684
0,6,5,684
0,6,5,684
0,6,5,684
0,6,5,684
0,6,5,684
0,6,5,684
0,6,5,684
0,6,5,684
0,6,5,684
0,6,5,684
0,6,5,684
0,6,5,684
0,6,5,684
0,6,5,684
0,6,5,684
0,6,5,684
0,6,5,684
0,6,5,684
0,6,5,684
0,6,5,684
0,6,5,684
0,6,5,684
0,6,5,684
0,6,5,684
0,6,5,684
0,6,5,684
0,6,5,684
0,6,5,684
0,6,5,684
0,6,5,684
0,6,5,684
0,6,5,684
0,2,2,685
0,4,2,685
0,4,2,686
0,2,1,22
0,2,2,632
0,2,2,35
0,2,2,35
0,4,2,687
0,4,2,270
0,4,2,685
0,3,1,685
0,3,1,685
0,7,1,35
0,3,1,543
0,3,1,685
0,2,2,688
0,3,1,688
0,3,1,685
0,1,1,685
0,5,1,315
0,1,1,687
0,1,1,687
0,1,1,687
0,1,1,687
0,3,1,688
0,3,1,688
0,3,1,686
0,3,1,690
0,1,1,685
0,2,2,241
0,1,1,182
0,1,1,312
0,1,1,182
0,3,1,685
0,3,1,403
0,7,1,35
0,7,1,35
0,7,1,35
0,3,1,685
0,7,1,35
0,3,1,691
0,7,1,35
0,7,1,35
0,7,1,35
0,7,2,35
0,7,1,35
0,3,1,685
0,3,1,685
0,3,1,693
0,5,2,35
0,2,2,693
0,3,1,690
0,3,1,616
0,4,2,356
0,3,1,693
0,3,2,685
0,3,1,695
0,3,1,685
0,3,1,270
0,3,1,685
0,3,1,685
0,3,1,241
0,3,1,691
0,3,1,241
0,3,1,685
0,4,2,685
0,4,2,35
0,6,3,22
0,4,3,685
0,2,2,685
0,4,3,685
0,7,3,35
0,7,3,35
0,7,3,35
0,2,2,685
0,4,3,697
0,4,3,568
0,6,3,270
0,2,3,700
0,2,3,700
0,2,3,700
0,2,3,700
0,2,3,700
0,2,3,700
0,2,3,700
0,2,3,700
0,2,3,700
0,2,3,700
0,2,3,700
0,2,3,700
0,5,3,701
0,5,3,701
0,5,3,701
0,5,2,685
0,4,2,215
0,2,2,543
0,7,3,374
0,2,2,685
0,9,3,543
0,2,2,543
0,2,2,11
1,4,3,632
0,2,2,685
0,4,2,91
0,2,2,693
0,1,2,403
1,4,3,568
0,4,2,703
0,2,2,6
0,6,3,705
0,5,3,22
0,4,3,685
0,7,3,707
0,6,3,685
0,6,3,315
1,6,3,705
0,6,3,703
0,5,3,685
0,6,3,688
0,5,3,188
0,5,3,188
0,2,3,685
0,5,3,374
0,7,3,47
0,7,3,47
0,5,4,685
0,4,4,685
0,6,4,182
0,4,4,685
0,6,4,632
0,6,4,685
0,6,4,685
0,4,4,708
0,4,4,708
0,4,4,708
0,4,4,708
0,4,4,708
0,4,4,708
0,4,4,708
0,4,4,708
0,4,4,708
0,4,4,708
0,4,4,708
0,4,4,708
0,4,4,708
0,4,4,708
0,4,4,708
0,4,4,708
0,4,4,708
0,4,4,708
0,4,4,708
0,4,4,708
0,4,4,708
0,4,4,708
0,4,4,708
0,4,4,708
0,4,4,708
0,4,4,708
0,4,4,708
0,4,4,708
0,4,4,708
0,4,4,708
0,6,4,687
0,6,4,685
0,6,4,549
0,6,4,691
0,6,4,182
1,5,4,549
0,4,4,685
0,7,5,184
0,7,5,184
0,7,5,184
0,6,4,685
0,6,4,685
0,6,5,685
0,6,4,685
0,6,4,708
0,6,4,708
0,6,4,708
0,6,4,708
0,6,4,708
0,6,4,708
0,6,4,708
0,6,4,708
0,6,4,708
0,6,4,708
0,6,4,708
0,6,4,708
0,6,4,708
0,6,4,708
0,6,4,708
0,6,4,708
0,6,4,708
0,6,4,708
0,6,4,708
0,6,4,708
0,6,4,708
0,6,4,708
0,6,4,708
0,6,4,708
0,6,4,708
0,6,4,708
0,6,4,708
0,6,4,708
0,6,4,708
0,6,4,708
0,6,5,685
0,5,5,403
0,6,4,697
0,5,5,476
0,8,4,477
0,6,5,73
0,6,5,73
0,6,5,73
0,6,5,315
0,5,4,377
0,5,4,377
0,7,5,285
0,7,5,285
0,7,5,285
0,4,1,300
